series,episode,baker,result,signature_bake,technical,show_stopper,baker_name,baker_age,baker_occupation,hometown
1,1,Annetha,IN,Light Jamaican Black Cakewith Strawberries and Cream,2,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",Annetha Mills,30,Midwife,Essex
1,1,David,IN,Chocolate Orange Cake,3,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",David Chambers,31,Entrepreneur,Milton Keynes
1,1,Edd,IN,Caramel Cinnamon and Banana Cake,1,N/A,Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,1,Jasminder,IN,Fresh Mango and Passion Fruit Hummingbird Cake,NA,N/A,Jasminder Randhawa,45,Assistant Credit Control Manager,Birmingham
1,1,Jonathan,IN,Carrot Cake with Lime and Cream Cheese Icing,9,Three Tiered White and Dark Chocolate with Almond and Cherry,Jonathan Shepherd,25,Research Analyst,St Albans
1,1,Lea,OUT,Cranberry and Pistachio Cakewith Orange Flower Water Icing,10,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,Lea Harris,51,Retired,"Midlothian, Scotland"
1,1,Louise,IN,Carrot and Orange Cake,NA,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",Louise Brimelow,44,Police Officer,Manchester
1,1,Mark,OUT,Sticky Marmalade Tea Loaf,NA,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,Mark Whithers,48,Bus Driver,South Wales
1,1,Miranda,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",8,Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,1,Ruth,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,NA,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,2,Annetha,OUT,Rose Petal Shortbread,7,Pink Swirl Macarons / Eclairs,Annetha Mills,30,Midwife,Essex
1,2,David,IN,Cheddar Cheese and Fresh Rosemary Biscuits,8,Choux Pastry Swans  Chocolate Profiteroles,David Chambers,31,Entrepreneur,Milton Keynes
1,2,Edd,IN,Oatmeal Raisin Cookie,6,Pink Macarons,Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,2,Jasminder,IN,Millionaires' Shortbread,2,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,Jasminder Randhawa,45,Assistant Credit Control Manager,Birmingham
1,2,Jonathan,IN,Honey and Candied Ginger Cookies,1,Meringues with Whiskey Cream,Jonathan Shepherd,25,Research Analyst,St Albans
1,2,Lea,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Louise,OUT,Stained Glass Window Shortbread,4,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",Louise Brimelow,44,Police Officer,Manchester
1,2,Mark,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Miranda,IN,Fresh Vanilla Biscuits with Royal Icing,3,Pistachio Macarons,Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,2,Ruth,IN,Peanut Shortbread withSalted Peanut Caramel,5,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,3,Annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,3,David,IN,Chilli Bread,4,"Walnut and Seed Roll
Red Berry and Almond Bun",David Chambers,31,Entrepreneur,Milton Keynes
1,3,Edd,IN,Olive Bread,1,Tomato and Mozzarella,Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,3,Jasminder,IN,Focaccia,5,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",Jasminder Randhawa,45,Assistant Credit Control Manager,Birmingham
1,3,Jonathan,OUT,"Anchovy, Sweet Paprika and Oregano Bread",6,"Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",Jonathan Shepherd,25,Research Analyst,St Albans
1,3,Lea,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Louise,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Mark,NA,NA,NA,NA,NA,NA,NA,NA
1,3,Miranda,IN,Walnut and Apricot Bread,3,"Lemon Iced Buns
Chocolate and Orange Buns",Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,3,Ruth,IN,Maple and Pecan Bread,2,"Chocolate and Orange Panettone
Cranberry Bagels",Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,4,Annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,4,David,OUT,Pear and Walnut Pudding,5,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",David Chambers,31,Entrepreneur,Milton Keynes
1,4,Edd,IN,Apple and Plum Pudding,3,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,4,Jasminder,IN,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,2,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",Jasminder Randhawa,45,Assistant Credit Control Manager,Birmingham
1,4,Jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,4,Lea,NA,NA,NA,NA,NA,NA,NA,NA
1,4,Louise,NA,NA,NA,NA,NA,NA,NA,NA
1,4,Mark,NA,NA,NA,NA,NA,NA,NA,NA
1,4,Miranda,IN,Sticky Toffee Pudding,1,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,4,Ruth,IN,Peach and Blueberry Boy Bait,4,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,5,Annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,5,David,NA,NA,NA,NA,NA,NA,NA,NA
1,5,Edd,IN,"Chicken, Ham, Leek and Tarragon Pie",2,"Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,5,Jasminder,OUT,Chicken and Mushroom Pie,4,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",Jasminder Randhawa,45,Assistant Credit Control Manager,Birmingham
1,5,Jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,5,Lea,NA,NA,NA,NA,NA,NA,NA,NA
1,5,Louise,NA,NA,NA,NA,NA,NA,NA,NA
1,5,Mark,NA,NA,NA,NA,NA,NA,NA,NA
1,5,Miranda,IN,"Summery Salmon, Cod and Prawn Fish Pie",1,"Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,5,Ruth,IN,Minced Beef Pie,3,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,6,Annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,6,David,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Edd,WINNER,Cinnamon and Banana Cake,NA,NA,Edd Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,6,Jasminder,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Lea,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Louise,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Mark,NA,NA,NA,NA,NA,NA,NA,NA
1,6,Miranda,Runner-up,Lemon Cupcake,NA,Eliminated after signature,Miranda Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,6,Ruth,Runner-up,"Mint, Ginger and Blackberry Cake",NA,NA,Ruth Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
2,1,Ben,IN,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,2,Vanilla Sponge with White Chocolate and Raspberry Buttercream,Ben Frazer,31,Graphic Designer,Northampton
2,1,Holly,STAR BAKER,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,1,UNKNOWN,Holly Bell,31,Advertising executive,Leicester
2,1,Ian,IN,Apple and Cinnamon Cupcakes,10,UNKNOWN,Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,1,Janet,IN,Raspberry and Cream Cupcakes,8,Chocolate Marble Cakewith Dark and White Chocolate Truffles,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,1,Jason,IN,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,6,UNKNOWN,Jason White,19,Civil Engineering Student,Croydon
2,1,Jo,IN,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,11,Chocolate and Strawberry Cake,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,1,Keith,OUT,Earl Grey Cupcakes,12,Chocolate and Sour Cream Cake,Keith Batsford,31,House husband,"Arlesey, Bedfordshire"
2,1,Mary-Anne,IN,Banoffee Cupcakes,4,Chocolate and Raspberry Opera cake,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,1,Robert,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,3,Genoise Layered Mousse Cakewith Chocolate Ganache,Robert Billington,25,Photographer,London
2,1,Simon,IN,Guinness and Chocolate Cupcakes,9,Two-Tiered Chocolate Courgette Cake,Simon Blackwell,31,Rugby Coach,Norfolk
2,1,Urvashi,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,7,UNKNOWN,Urvashi Roe,40,Head of Marketing,"Enfield, London"
2,1,Yasmin,IN,Cardamom and Pomegranate Cupcakes,5,UNKNOWN,Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,2,Ben,IN,"Chorizo, Pepper and Gruyere Quiche",1,Lemon Meringue Tarts,Ben Frazer,31,Graphic Designer,Northampton
2,2,Holly,IN,Pesto Quiche,4,Milk Chocolate and Pistachio TartsTrifle Tarts,Holly Bell,31,Advertising executive,Leicester
2,2,Ian,IN,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",2,UNKNOWN,Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,2,Janet,IN,Quiche Printanière,8,Red Fruit TartsChocolate and Cherry Tarts,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,2,Jason,STAR BAKER,Salmon and Pak Choi Quiche,3,Mint Chocolate Tarts Blueberry Bakewell Tarts,Jason White,19,Civil Engineering Student,Croydon
2,2,Jo,IN,"Caramelised Onion, Gruyere and Thyme Quiche",10,Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,2,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,2,Mary-Anne,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",9,Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,2,Robert,IN,Smoked Bacon and Kale Quiche,5,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",Robert Billington,25,Photographer,London
2,2,Simon,OUT,Smoked Haddock and Watercress Quiche,11,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",Simon Blackwell,31,Rugby Coach,Norfolk
2,2,Urvashi,IN,"Crab, Coriander and Coconut Quiche",7,Strawberry and Basil TartsElderflower and Honeycomb Tarts,Urvashi Roe,40,Head of Marketing,"Enfield, London"
2,2,Yasmin,IN,Smoked Haddock and Watercress Quiche,6,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,3,Ben,IN,"Walnut, Raisin and Rosemary Loaf",3,UNKNOWN,Ben Frazer,31,Graphic Designer,Northampton
2,3,Holly,IN,Picnic Loaf,6,Stilton and Walnut Rolls,Holly Bell,31,Advertising executive,Leicester
2,3,Ian,OUT,"Courgette, Caerphilly Cheese and Thyme Loaf",10,Walnut and Raisin RollsCracked Wheat Logs,Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,3,Janet,IN,Zupfe Loaf with Gruyère Cheese,8,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,3,Jason,IN,Cheese and Onion Tear and Share Loaf,7,UNKNOWN,Jason White,19,Civil Engineering Student,Croydon
2,3,Jo,IN,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",1,Unknown,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,3,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,3,Mary-Anne,IN,Ploughman's Loaf,5,Herb and Walnut BreadsChocolate and Chilli Buns,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,3,Robert,IN,Rye and Coriander Seed Loaf,4,Blueberry Brioche RollsLemon and Poppy Seed Rolls,Robert Billington,25,Photographer,London
2,3,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,3,Urvashi,OUT,Salt and Peppercorn Loaf,9,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,Urvashi Roe,40,Head of Marketing,"Enfield, London"
2,3,Yasmin,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,2,"Pesto Bread
Sweet Coconut Rolls",Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,4,Ben,OUT,Stem Ginger Nuts,5,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,Ben Frazer,31,Graphic Designer,Northampton
2,4,Holly,STAR BAKER,Strawberry and Custard Melts,3,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",Holly Bell,31,Advertising executive,Leicester
2,4,Ian,NA,NA,NA,NA,NA,NA,NA,NA
2,4,Janet,IN,Christmas Marzipan Biscuits,4,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,4,Jason,STAR BAKER,Lebkuchen,1,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",Jason White,19,Civil Engineering Student,Croydon
2,4,Jo,IN,Lavender Biscuits,8,Blueberry MacaronsCoconut MacaronsStrawberry Macarons,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,4,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,4,Mary-Anne,IN,Melting Moments,2,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,4,Robert,IN,Chocolate and Ginger Oat Biscuits,7,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,Robert Billington,25,Photographer,London
2,4,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,4,Urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,4,Yasmin,IN,Chocolate Chip and Pistachio Biscotti,6,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,5,Ben,NA,NA,NA,NA,NA,NA,NA,NA
2,5,Holly,IN,"Stilton, Potato and Caramelised Onion Pie",4,Lime Meringue Pie,Holly Bell,31,Advertising executive,Leicester
2,5,Ian,NA,NA,NA,NA,NA,NA,NA,NA
2,5,Janet,STAR BAKER,Chicken and Chestnut Pie,1,Rhubarb Meringue Pie,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,5,Jason,OUT,Brown Down Chicken Pie,7,Plum Meringue Pie,Jason White,19,Civil Engineering Student,Croydon
2,5,Jo,IN,Salmon and Asparagus Pie,6,Apple and Raspberry Meringue Pie,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,5,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,5,Mary-Anne,IN,Chicken and Bacon Pie,2,Midnight Meringue,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,5,Robert,OUT,Chicken and Mushroom Pie,3,Rhubarb and Custard Meringue Pie,Robert Billington,25,Photographer,London
2,5,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,5,Urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,5,Yasmin,IN,Family Fish Pie,5,Peach and Raspberry Meringue Pie,Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,6,Ben,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Holly,IN,Father Christmas' Baked Cheesecake,3,Hansel and Gretel's Croquembouche,Holly Bell,31,Advertising executive,Leicester
2,6,Ian,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Janet,IN,Rhubarb and Ginger Baked Cheesecake,5,Orange and Nougatine Croquembouche,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,6,Jason,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Jo,STAR BAKER,Rum and Raisin Baked Cheesecake,1,Limoncello and White Chocolate Croquembouche,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,6,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Mary-Anne,IN,Tutti Fruitti Curd Baked Cheesecake,4,Orange and Praline Croquembouche with Cardamom Caramel,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,6,Robert,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,6,Yasmin,OUT,Baked Amaretto Cheesecake,2,Rose Croquembouche,Yasmin Limbert,43,Childminder,"West Kirby, The Wirral"
2,7,Ben,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Holly,IN,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake",1,"Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",Holly Bell,31,Advertising executive,Leicester
2,7,Ian,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Janet,OUT,Chocolate Amaretto Mousse Cake,4,Pain Aux RaisinPlain CroissantPain Au Chocolat,Janet Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,7,Jason,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Jo,IN,Raspberry & Strawberry Mousse Cake,3,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries,Jo Wheatley,41,Housewife,"Ongar, Essex"
2,7,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Mary-Anne,IN,Chocolate and Orange Mousse Cake,2,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,7,Robert,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,7,Yasmin,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Ben,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Holly,Runner-up,Banoffee Inspired Mille Feuille,2,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,Holly Bell,31,Advertising executive,Leicester
2,8,Ian,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Janet,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Jason,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Jo,WINNER,Raspberry and Blueberry Mille Feuille,1,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse",Jo Wheatley,41,Housewife,"Ongar, Essex"
2,8,Keith,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Mary-Anne,Runner-up,Lemon and Ginger Mille Feuille,3,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,Mary-Anne Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,8,Robert,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Simon,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,8,Yasmin,NA,NA,NA,NA,NA,NA,NA,NA
3,1,Brendan,IN,"Plum, Sour Cherry & Walnut",10,UNKNOWN,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,1,Cathryn,IN,"Apple, Hazelnut and Calvados",5,Hidden Cupcake Cake,Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,1,Danny,IN,"Plum, Ginger & Orange",7,UNKNOWN,Danny Bryden,45,Intensive care consultant,Sheffield
3,1,James,IN,"Parsnip, Pear, and Pecan",2,"""Simmer Dim"" Sunset Cake",James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,1,John,IN,"Toffee Apple, Orange & Cranberry",11,Hidden Pink Hearts Cake,John Whaite,22,Law student,Wigan
3,1,Manisha,IN,"Vanilla, Peach and Raspberry",6,White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,Manisha Parmar,27,Nursery nurse,Leicester
3,1,Natasha,OUT,Pineapple & Passion Fruit,12,Mother's Day Layered Rose Cake,Natasha Stringer,36,Midwife,"Tamworth, Staffordshire"
3,1,Peter,IN,"Pear, Muscat & Chocolate",3,Jubilee Cake,Peter Maloney,43,Sales manager,"Windsor, Berkshire"
3,1,Ryan,IN,Kumquat and Orange Polenta,8,Hidden Flowerbed Mousse Cake,Ryan Chong,38,Photographer,Bristol
3,1,Sarah-Jane,IN,"Pear, Chocolate and Hazelnut",1,Hidden Crown Cake,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,1,Stuart,IN,Tomato and Ginger,9,Lemon and Pistachio Union Flag Cake,Stuart Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,1,Victoria,STAR BAKER,Pear and Pecan,4,Blackbird Pie Cake,Victoria Chester,50,CEO of the charity Plantlife,Somerset
3,2,Brendan,IN,Middle Eastern Taboon BreadIndian Rotis,4,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,2,Cathryn,IN,"Spiced Mango NaanLime, Coriander and Chilli Tortillas",8,"Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,2,Danny,IN,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,3,UNKNOWN,Danny Bryden,45,Intensive care consultant,Sheffield
3,2,James,IN,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones",2,"Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,2,John,STAR BAKER,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas",1,"Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",John Whaite,22,Law student,Wigan
3,2,Manisha,IN,Indian FlatbreadsItalian Flatbreads,6,UNKNOWN,Manisha Parmar,27,Nursery nurse,Leicester
3,2,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,2,Peter,OUT,Fennel and Nigella Seed NaanBannock Bread,11,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",Peter Maloney,43,Sales manager,"Windsor, Berkshire"
3,2,Ryan,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,5,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",Ryan Chong,38,Photographer,Bristol
3,2,Sarah-Jane,IN,Toasted Coconut and Lime RotisOatcakes,10,UNKNOWN,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,2,Stuart,IN,Bombay BreadChorizo and Spring Onion Naan,9,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",Stuart Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,2,Victoria,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,7,"Saffron and Golden Raisin Bagels
Porcini Bagels",Victoria Chester,50,CEO of the charity Plantlife,Somerset
3,3,Brendan,IN,Apple and Ginger Tarte Tatin,9,"Blackberry, Nectarine and Dragon Fruit Tart",Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,3,Cathryn,IN,"Plum, Cherry and Five Spice Tarte Tatin",3,"Raspberry, Pistachio and Lemon Tart",Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,3,Danny,IN,Savoury Pear and Roquefort Tarte Tatin,2,"Pineapple, Coconut and Frangipane Tart",Danny Bryden,45,Intensive care consultant,Sheffield
3,3,James,STAR BAKER,Apple and Lavender Tarte Tatin,1,"Rose, Lychee and Raspberry Fruit Tart",James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,3,John,IN,Apple and Vanilla Tarte Tatin with Walnut Praline,6,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",John Whaite,22,Law student,Wigan
3,3,Manisha,IN,"Cinnamon, Apple and Pear Tarte Tatin",10,Rum and Tropical Fruit Tart,Manisha Parmar,27,Nursery nurse,Leicester
3,3,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,3,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,3,Ryan,IN,Spiced Pear Tarte Tatin,5,UNKNOWN,Ryan Chong,38,Photographer,Bristol
3,3,Sarah-Jane,IN,Caramelised Banana Tarte Tatin,8,French Apple Tart with Blackberry and Cassis Jam,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,3,Stuart,IN,Pear and Almond Tarte Tatin,7,Raspberry Triple Chocolate Layered Tart,Stuart Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,3,Victoria,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",4,Tropical Fruit Tart with Black Pepper Crust,Victoria Chester,50,CEO of the charity Plantlife,Somerset
3,4,Brendan,STAR BAKER,Clementine and Chestnut Torte,1,"Pear, Chocolate and Hazelnut Dacquoise",Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,4,Cathryn,IN,"White Chocolate, Macadamia and Coffee Torte",3,"Gooseberry, Almond and Honey Meringue",Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,4,Danny,IN,"Blackberry, White Chocolate, Lemon and Elderflower Torte",2,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",Danny Bryden,45,Intensive care consultant,Sheffield
3,4,James,IN,"Hazelnut, Chocolate and Passionfruit Torte",5,"Fig, Chestnut, Cherry and Chocolate Layered Meringue",James Morton,21,Medical student,"Hillswick, Shetland Islands"
